Unnamed: 0;date;ticker;sector;title;content;sentiment
1388;13/05/24 08:14;CO;Distribution générale grand public;Casino : cession de GreenYellow;"Le groupe Casino annonce avoir conclu un accord avec Ardian et Bpifrance afin de céder sa participation de 10,15% de GreenYellow. A titre de condition essentielle et déterminante de cette transaction, il sera soldé l’ensemble des sommes dues entre les groupes Casino et GreenYellow au résultat notamment de la cession des hypermarchés et supermarchés au Groupement Les Mousquetaires et à Auchan qui avait été autorisée dans le cadre de la procédure de sauvegarde accélérée. Le produit net de cette cession qui sera effectivement perçu par Casino s’élèvera à environ 46 millions d’euros.

Le groupe ne possèdera plus de participation dans GreenYellow à la suite de cette transaction dont la réalisation est prévue avant fin mai 2024.";positive
1391;30/04/24 16:25;CO;Distribution générale grand public;Casino: un concert franchit les 2/3 du capital et votes;Le concert composé des sociétés EP Global Commerce, EPEI III, EPEI , VESA Equity Investment (ensemble ' EP '), Attestor Limited, Trinity, Investments Designated Activity Company, , F. Marc de Lacharrière (Fimalac), Fimalac Développement SA, Gesparfo, et France Retail Holdings, a déclaré à l'AMF avoir franchi en hausse, le 23 avril 2024, les seuils de 2/3 du capital et des droits de vote de la société Casino et détenir 67,06% du capital et 66,98% des droits de vote de cette société.Ce franchissement de seuils résulte de la souscription par Trinity à 1 020 717 315 actions nouvelles résultant de l'exercice de bons de souscription d'actions nouvelles (' BSA ').;positive
1392;25/04/24 07:08;CO;Distribution générale grand public;Casino: fin de la centrale Sirius Achats;Casino annonce avoir décidé avec BUT, Conforama, MDA Company et Intermarché, conformément au terme de leurs accords, de mettre un terme à leur centrale d'achats Sirius Achats à compter du 15 juin prochain, après presque deux ans de fonctionnement.Par cette décision, chaque enseigne concernée peut désormais nouer de nouveaux partenariats pour l'achat de biens techniques (gros et petit électroménager, image et son) ou approfondir ses synergies intra-groupes.'BUT, Conforama, MDA Company, le groupe Casino et Intermarché continueront de poursuivre les mêmes objectifs de performance à l'achat et de favoriser le développement de produits responsables', ajoute le distributeur.;positive
1393;24/04/24 18:21;CO;Distribution générale grand public;Casino: baisse de 3,8% du CA au 1er trimestre 2024;Le chiffre d'affaires consolidé du Groupe atteint 2,1 MdsE au 1er trimestre 2024, en baisse de -3,8% en données comparable et organique et de -4,6% en données publiées.Les marques de proximité (Monoprix, Franprix et Casino) font état d'un chiffre d'affaires quasiment stable en données comparables (+0,1%) malgré une base de comparaison élevée au 1er trimestre 2023.L'EBITDA ajusté du premier trimestre 2024 ressort à 106 ME (-10 ME après loyers) à comparer à 145 ME au 1er trimestre 2023 (35 ME après loyers), soit une dégradation de 39 ME.Au 1er trimestre 2024, le cash-flow libre ressort à -327 ME (-226 ME au 1er trimestre 2023) après paiement de 153 ME de dettes sociales et fiscales placées sous moratoire en 2023. La dette financière nette ressort à 1,6 MdE au 31 mars 2024 (contre 6,2 MdsE au 31 décembre 2023).;negative
1394;24/04/24 18:21;CO;Distribution générale grand public;Casino : recul de 3,8% des revenus trimestriels et regroupement des actions;"Au premier trimestre, Casino affiche un Ebitda ajusté après loyers dans le négatif à hauteur de 9,6 millions d’euros contre 34,5 millions d’euros, un an auparavant à la même époque. Le chiffre d’affaires consolidé a atteint 2,1 milliards, en recul de 3,8% en données comparable et organique et de  4,6% en données publiées après prise en compte d’un effet périmètre négatif de 1,3%, d’un effet essence de -0,1% et d’un effet calendaire positif de 0,6%. Les marques de proximité (Monoprix, Franprix et Casino) font état d'un chiffre d'affaires quasiment stable en données comparables (+0,1%) "" malgré une base de comparaison élevée au premier trimestre 2023 "".Le cash-flow libre (hors plan de cession et frais de restructuration) est négatif à hauteur de 327 millions d'euros (-226 millions d'euros au premier trimestre 2023) après paiement de dettes sociales et fiscales placées sous moratoire en 2023 (-153 millions d'euros).La dette financière nette s'élève à 1,593 milliard d'euros au 31 mars 2024 contre 6,2 milliards d'euros au 31 décembre 2023.En parallèle, le groupe a annoncé la mise en oeuvre du regroupement des actions composant son capital par voie d'échange de cent actions existantes contre une action nouvelle et la réduction de capital par voie de diminution de la valeur nominale des actions.";negative
1395;24/04/24 09:56;CO;Distribution générale grand public;Casino envisage de 1293 et 3267 suppressions de postes;"Casino a présenté un plan de restructuration comprenant une baisse des effectifs comprise entre 1 293 et 3 267 postes. Compte tenu de sa situation financière et de son recentrage sur les magasins de proximité, Casino va adapter la taille de ses fonctions supports dans ses différents sièges ainsi que son réseau logistique.Dans le détail, le projet de réorganisation prévoit 1293 suppressions nettes de postes au sein des fonctions sièges du groupe, dont 554 à Saint-Étienne, incluant la création ou la mutualisation de plus de 200 postes à Saint-Étienne, dont une partie est liée à la ré-internalisation de certaines activités. Le siège du distributeur conserverait ainsi 1010 postes sur 1 564 actuels.Ce projet prévoit également, à défaut de trouver des repreneurs, la fermeture de magasins hypermarchés et supermarchés et de certaines plateformes logistiques, soit la suppression de 1974 postes au maximum.Le distributeur précise que les magasins du ""Nouveau Casino"", recentrés sur la proximité et les équipes de Cdiscount ne seraient pas impactés par ce projet de transformation. Casino va investir 1,2 milliard d'euros dans la modernisation des magasins à horizon 2028.";negative
1396;24/04/24 09:44;CO;Distribution générale grand public;Casino: plusieurs milliers de postes vont être supprimés;Casino a annoncé mercredi avoir engagé le projet de transformation de ce qu'il appelle le 'Nouveau Casino', un plan qui devrait se traduire par la suppression de 1293 à 3267 postes.Dans un communiqué, le distributeur explique que son programme vise à adapter son organisation au nouveau périmètre du groupe, désormais recentré sur les réseaux de proximité.Il dit aussi vouloir mettre en place un fonctionnement destiné à partager les savoir-faire entre les enseignes et à améliorer son efficacité.Si le siège de Saint Etienne est appelé à conserver 1010 postes sur les 1564 existants, le projet de réorganisation prévoit au total 1293 suppressions nettes de postes de cadres.Le plan prévoit également, à défaut de trouver des repreneurs, la fermeture d'hypermarchés et supermarchés et de certaines plateformes logistiques, soit la suppression de 1974 postes supplémentaires.Casino indique que ce plan vise à assurer la pérennité du groupe et à renouer progressivement avec la croissance, avec l'objectif affiché de devenir le leader du commerce de proximité en France.En renforçant ses partenariats en matière d'achats avec Intermarché et Auchan, Casino explique qu'il va désormais faire partie d'une alliance 'puissante', pesant près de 30% de part de marché et couvrant unspectre large de gros fournisseurs (alimentaires et non-alimentaire), et ce pour une durée de dix ans.Philippe Palazzi, le nouveau directeur général, indique que ce recentrage sur les marques de proximité doit permettre d'engager une nouvelle trajectoire de développement.'Nous allons investir significativement dans les points de vente d'ici 2028 afin de les moderniser et les réhumaniser', a-t-il précisé.;positive
1397;17/04/24 10:56;CO;Distribution générale grand public;"Casino : Fitch relève sa note à ""CCC+"" après la finalisation de la restructuration";"Fitch Ratings a relevé la note de long terme de Casino de 'RD' (Restricted Default) à ""CCC+"". ""Le rehaussement de la note fait suite à l'approbation de la restructuration financière dans le cadre d'une procédure de sauvegarde accélérée conformément à la loi française sur l'insolvabilité"", explique l’agence de notation.La note ""CCC+"" reflète l'opinion de l'agence de notation ""selon laquelle le risque d'exécution lié au redressement des performances commerciales de Casino et à l'absorption des flux de trésorerie qui s'ensuivra, l'emportera dans un premier temps sur la réduction de l'endettement de l'entreprise après la restructuration, l'amélioration de la liquidité et les produits attendus des cessions"".""Nous pensons que Casino devra encore faire face à des défis importants en 2024 et nous continuons à avoir une visibilité limitée sur le montant des liquidités qui seront absorbées par la relance de l'entreprise"", prévient Fitch.";positive
1398;08/04/24 13:42;CO;Distribution générale grand public;Casino: Goldman Sachs dépasse les 5%;Goldman Sachs Group a déclaré à l'AMF avoir franchi en hausse, le 28 mars, indirectement, les seuils de 5% du capital et des droits de vote de Casino et détenir indirectement 5,41% du capital et des droits de vote du groupe de distribution alimentaire.La banque d'affaires new-yorkaise précise que ce franchissement résulte d'une acquisition d'actions Casino hors marché et d'une augmentation du nombre d'actions détenues par assimilation, au résultat desquelles l'exemption de trading ne s'applique plus.;positive
1399;04/04/24 12:50;CO;Distribution générale grand public;Casino: Monarch Alternative Capital franchit les 5%;La société Monarch Alternative Capital, agissant pour le compte de fonds dont elle assure la gestion, a déclaré à l'AMF avoir franchi en hausse, le 27 mars 2024, les seuils de 5% du capital et des droits de vote de la société Casino Guichard-Perrachon et détenir, pour le compte desdits fonds, 7,78% du capital et 7,77% des droits de vote de cette société. Ce franchissement de seuils résulte de la réalisation effective de la restructuration financière de Casino Guichard-Perrachon à la suite de la mise en oeuvre de l'ensemble des opérations prévues par le plan de sauvegarde de Casino Guichard-Perrachon par le tribunal de commerce de Paris le 26 février 2024.;positive
1400;28/03/24 11:42;CO;Distribution générale grand public;Casino en chute libre après la réalisation de sa restructuration financière;"Pour sa reprise de cotation, Casino est logé à la dernière place du marché SRD dans le sillage de la réalisation effective d'une restructuration financière massivement dilutive. Le titre s'effondre de 66,60% à 0,0357 euro, ayant perdu 95% de sa capitalisation boursière depuis le début de l'année. En grande difficulté, le distributeur stéphanois est désormais dans le giron du milliardaire tchèque Daniel Kretinsky, de Marc Ladreit de Lacharrière et du fonds Attestor. Le groupe est dorénavant dirigé par une nouvelle équipe incarnée par Laurent Pietraszewski et Philippe Palazzi.Le premier est président du conseil d'administration tandis que le second est administrateur et directeur général.L'opération a ""entraîné un changement de contrôle du groupe Casino au profit de France Retail Holdings S.à r.l., une entité ultimement contrôlée par M. Daniel Kretinsky"", détaille l'entreprise. ""C'est un groupe parisien du point de vue du chiffre d'affaires, mais du point de vue du nombre de magasins, nous sommes une entreprise très provinciale "", a assuré dans un entretien à l'AFP et au Progrès diffusé hier soir le nouveau directeur général, Philippe Palazzi. Selon lui, Casino n'est "" pas encore hors de danger "" et il y aura "" sans doute un plan de départs volontaires "". Son but est d'en faire un champion de la "" proximité "".Fin de partie pour Jean-Charles NaouriCette nouvelle prise de contrôle met donc fin au règne de 20 ans du propriétaire de Casino, Jean-Charles Naouri, âgé de 75 ans.En raison de la faiblesse du prix de l'action, le groupe compte réaliser courant avril un regroupement des actions composant le capital social : 100 actions ordinaires d'une valeur nominale d'un centime d'euro chacune seront échangés contre 1 action nouvelle d'une valeur nominale d'un euro chacune. Casino précise dans un communiqué que son assemblée générale annuelle se tiendra le 11 juin prochain. Rappelons que Casino a essuyé en 2023 une perte nette de 5,66 milliards d'euros contre une perte de 316 millions d'euros en 2022.  Son Ebitda a reculé de 21,8%, dont un effet périmètre négatif de 7,4%, à 765 millions d'euros, reflétant une marge de 8,5%. La dette du distributeur doit être ramenée de 7,4 milliards d'euros à fin 2023 à un peu plus de 2,6 milliards d'euros, avec des échéances de remboursement allant de janvier 2027 à fin mars 2028. Les effectifs français du distributeur vont passer de 50000 fin 2022 à 28212 après la cession de nombreux magasins à ses concurrents Intermarché, Auchan et Carrefour.";negative
1401;28/03/24 09:40;CO;Distribution générale grand public;Casino: restructuration mise en oeuvre, nouvelle gouvernance;Casino a annoncé jeudi avoir mis en oeuvre avec succès sa restructuration financière, une étape qui va se traduire par la constitution d'un nouveau conseil d'administration et d'un nouveau comité exécutif.Du fait du changement de contrôle de la société au profit du milliardaire tchèque Daniel Kretinsky, le conseil d'administration sera désormais présidé par Laurent Pietraszewski, l'ancien secrétaire d'Etat chargé des retraites.Le comité exécutif sera, lui, emmené - en qualité de directeur général - par Philippe Palazzi, un ancien de l'allemand Metro qui était parti en 2020 chez le groupe laitier Lactalis.Il sera accompagné, à la direction financière, par Angélique Cristofari, l'ancienne directrice financière du distributeur belge Delhaize, qui avait auparavant évolué pendant 12 ans chez Deloitte France, spécialisée sur les clients du secteur de l'immobilier.Casino précise que les prochaines étapes prévoient maintenant un regroupement d'actions consistant en l'échange de 100 actions ordinaires contre une action nouvelle, suivi d'une réduction du capital, deux opérations qui devraient intervenir dans le courant du mois d'avril.La cotation des actions Casino, qui était suspendue depuis le 27 mars, a repris jeudi matin à l'ouverture du marché parisien pour afficher un repli de plus de 63% au bout d'une demi-heure d'échanges.Les analystes rappellent que la recapitalisation du groupe va entraîner une dilution massive pour les actionnaires existants, qui ne détiendront plus de de 0,3% des actions.;positive
1406;14/03/24 14:52;CO;Distribution générale grand public;Casino : dilution de sa participation dans GPA;Dans un communiqué, Casino annonce la finalisation de l'offre primaire d'émissions d'actions de sa filiale brésilienne Grupo Pão de Açucar (GPA) avec 220 millions nouvelles actions émises à 3,2 réaux par action, soit une augmentation de capital totale de 704 millions de réaux. A l'issue de la transaction, le groupe Casino détiendra une participation de 22,5% du capital de GPA et donc ne contrôlera plus la société. Le distributeur en grande difficulté financière conservera deux membres au conseil d'administration de GPA, comme précédemment indiqué au marché.;positive
1407;14/03/24 12:23;CO;Distribution générale grand public;Casino: contrôle désormais 22,5% de Grupo Pão de Açucar;Le Groupe Casino annonce ce jour la finalisation de l'offre primaire d'émissions d'actions de Grupo Pão de Açucar ('GPA') avec 220.000.000 nouvelles actions émises à 3,2 réaux par action, soit une augmentation de capital totale de 704 millions de réaux.A l'issue de la transaction, le Groupe Casino détiendra une participation de 22,5 % du capital de GPA et donc ne contrôlera plus la société. Le Groupe Casino conservera 2 membres au Conseil d'administration de GPA, comme précédemment indiqué au marché.;positive
1409;28/02/24 10:26;CO;Distribution générale grand public;Casino: objectifs 2028 abandonnés, pas de prévisions 2024;Casino s'inscrit en forte baisse mercredi à la Bourse de Paris après avoir renoncé à ses objectifs de résultats à horizon 2028 et s'être abstenu d'établir de nouvelles perspectives pour 2024 en raison du changement de contrôle au niveau de son actionnariat.Compte tenu du projet de cession de ses hypermarchés et supermarchés - qui vont être traités en activités abandonnées en attendant leur reprise par Les Mousquetaires et Auchan - le distributeur estime que ses prévisions pour la période 2023-2028, publiées en novembre dernier, sont désormais 'caduques'.Le plan d'affaires prévoyait notamment l'atteinte d'un Ebitda après loyers de 912 millions d'euros en France en 2028.Concernant l'exercice 2023, l'Ebitda après loyers du groupe a diminué de 38% à 341 millions d'euros, sur la base d'un chiffre d'affaires de neuf milliards, en baisse de 3,7%.In fine, Casino accuse sur l'année écoulée une perte nette, part du groupe, de 5,7 milliards d'euros sous l'effet de pertes de valeur d'actifs,  d'impôts différés et des charges financières.Mais ce sont surtout les charges de 3,1 milliards d'euros en lien avec les dépréciations du goodwill de GPA et Grupo Exito et pertes opérationnelles essuyées par ses hyper/supermarchés qui ont le plus pesé sur les comptes.Pour mémoire, la restructuration financière de l'entreprise prévoit une injection de fonds propres à hauteur de 1,2 milliard d'euros devant permettre de renforcer la liquidité du groupe.Le projet doit également s'appuyer sur la conversion en capital de la majeure partie de la dette.Après avoir été réservé à la baisse en début de matinée et avoir perdu près près de 20% peu avant 10h00, le titre limitait ses pertes pour ne plus céder qu'autour de 6% à 10h20.;negative
1410;28/02/24 08:41;CO;Distribution générale grand public;Casino accentue ses pertes en 2023;"Sur l'année 2023, Casino a indique que son Ebitda s’établit à 765 millions d'euros (soit un repli de 21,8% dont un effet périmètre de -7,4%), reflétant une marge de 8,5%. Le résultat opérationnel courant s’établit à 124 millions d'euros, soit un recul de 60,6%, reflétant une marge de 1,4%. Le groupe affiche une perte nette ressortant à 5,66 milliards d'euros contre une perte de 316 millions d'euros en 2022. En outre, son chiffre d'affaires consolidé atteint les 9 milliards d'euros, en recul de 3,7% en données comparables et de 3,2% en organique.La dette financière nette du groupe s'établit à 6,2 milliards d'euros (contre 4,5 milliards d'euros au 31 décembre 2022), soit une hausse de 1,7 milliard d'euros.
Compte tenu du processus de cession des HM/SM et de leur traitement en activités abandonnées, les projections d'EBITDA France 2023-2028 publiées par le Groupe en novembre 2023 sont caduques. En outre, compte tenu du changement de contrôle à venir, Casino ne publie pas de nouvelles perspectives 2024.";negative
1411;27/02/24 08:10;CO;Distribution générale grand public;Casino : feu vert du Tribunal de commerce au plan de sauvetage;Casino a annoncé lundi soir que, par jugements rendus le 26 février 2024, le Tribunal de commerce de Paris, a arrêté ses plans de sauvegarde accélérée et ceux de ses filiales concernées. En l’absence de recours suspensif, il est envisagé que l’ensemble des opérations prévues par la restructuration financière soit réalisé le 27 mars 2024, sous réserve de l’approbation par l’autorité des marchés financiers du prospectus relatif aux différentes émissions de titres prévues par le plan de sauvegarde accélérée de Casino.Comme indiqué à plusieurs reprises par Casino, la mise en œuvre des augmentations de capital envisagées dans le cadre du plan de restructuration financière entraînera une dilution massive pour les actionnaires existants. Ils détiendront moins de 0,3% du capital de Casino, dont environ 0,1% pour Rallye, et Rallye perdra le contrôle de Casino au profit du consortium composé de EP Equity Investment (Daniel Kretinsky), Fimalac et Attestor). Ce dernier détiendrait 53,7% du capital de Casino.;negative
1415;09/02/24 08:05;CO;Distribution générale grand public;Casino : accord avec Carrefour en vue de la cession de 25 hypermarchés;"Le groupe Casino annonce avoir conclu un accord avec Carrefour en vue de la cession de 25 hypermarchés et supermarchés. Carrefour a pris des engagements sociaux similaires à ceux du Groupe Les Mousquetaires envers les salariés affectés aux magasins et aux stations-services transférés. La réalisation des cessions interviendrait le 30 avril 2024, après la consultation des instances représentatives du personnel concernées.Ces vingt-cinq enseignes font partie d'une vague de 288 hypermarchés et supermarchés dont Casino avait acté fin janvier la vente à Auchan et Intermarché. Le même jour, Carrefour avait annoncé être entré en "" négociations exclusives "" avec Intermarché pour lui racheter une partie du parc de magasins vendu par Casino, pour éviter des problèmes de concurrence.Audience reportée au 12 février au tribunal de commerce de ParisEndetté à hauteur de plus de six milliards d'euros, Casino, qui regroupe également les enseignes Monoprix ou Franprix, a été placé en procédure de sauvegarde accélérée j et a annoncé début janvier avoir obtenu le feu vert de la Commission européenne en vue de la reprise du groupe par un consortium dirigé par l'homme d'affaires tchèque, Daniel Kretinsky.Lundi, l'audience qui devait examiner le plan de sauvegarde des enseignes Casino a été renvoyée au 12 février par le tribunal de commerce de Paris, à la demande du comité social et économique (CSE) qui déplore l'absence de ""réel volet social"".";positive
1416;09/02/24 07:25;CO;Distribution générale grand public;Casino: accord pour la cession de 25 magasins à Carrefour;Casino indique que conformément au protocole d'intentions conclu le 24 janvier, Carrefour a remplacé le Groupement Les Mousquetaires pour l'acquisition de certains hypermarchés et supermarchés Casino devant initialement être acquis par ce dernier.Dans ce cadre, Casino et Carrefour ont conclu des accords pour la cession de 25 magasins (et des stations-services rattachées) au profit de Carrefour, qui a pris des engagements sociaux similaires à ceux du Groupe Les Mousquetaires envers les salariés affectés.La réalisation des cessions interviendrait le 30 avril, après la consultation des instances représentatives du personnel concernées. L'opération sera également soumise à l'obtention de certaines autorisations, dont celles des autorités de la concurrence compétentes.;positive
1421;24/01/24 15:30;CO;Distribution générale grand public;Casino va céder l'essentiel de ses super et hypermarchés à ses concurrents;"Un supermarché Casino à Ploubalay, dans les Côtes-d'Armor, le 5 juillet 2023 (AFP/Archives/Damien MEYER)

Ce sont finalement 288 super et hypermarchés qui vont bientôt quitter le giron de Casino: le distributeur en difficultés financières va vendre ces magasins à ses concurrents Auchan et Intermarché, lequel pourrait ensuite en céder une petite trentaine à Carrefour.
Casino était entré en négociations en décembre avec Auchan et Intermarché pour leur céder une large partie de ses magasins sous enseignes Casino ou ex-Géant, renommés depuis Casino Hyper Frais.
Il a annoncé mercredi avoir signé des accords pour céder à ses concurrents 288 hyper et supermarchés, y compris leurs stations-services, d'ici le deuxième trimestre 2024 et ""sur la base d'une valeur d'entreprise comprise entre 1,3 et 1,35 milliard d'euros"", selon un communiqué.
Dans le détail, 98 magasins, plutôt de grande taille, devraient passer sous enseigne Auchan, et 190 vont être cédés au groupement des Mousquetaires/Intermarché.
Ce dernier devrait ensuite en céder 26 à Carrefour, notamment dans les zones où les acquisitions pourraient poser des problèmes de concurrence. La cession probable de magasins à Carrefour par Intermarché, révélée mardi par le quotidien économique Les Echos, n'a été ni confirmée ni démentie par les entreprises concernés.
- 12.000 emplois concernés -

Manifestation à Saint-Etienne, le 17 décembre 2023, à l'appel de l'intersyndicale de Casino, pour défendre les emplois et dire leur attachement à l'enseigne emblématique de la ville (AFP/OLIVIER CHASSIGNOLE)

En France, E.Leclerc est leader du marché avec environ 24% de parts de marché, devant Carrefour, Intermarché, Système U, Auchan et Lidl. Casino était septième acteur du secteur.
Au sein de Casino, il ""reste 23 magasins, dont 7 hypers, qui ne sont pas repris et pour lesquels l'avenir est incertain car il n'y aura plus de structure telle que DCF pour les gérer"", note une représentante syndicale auprès de l'AFP. DCF, ou Distribution Casino France, est l'entité dans laquelle sont regroupés notamment les super et hypermarchés français du groupe qui comptait encore 50.000 salariés en France fin 2022.
Parmi ceux-ci, plus de 12.000 seraient donc concernés par un changement d'enseigne, avait indiqué le groupe lorsqu'il était question de céder 313 magasins. En outre le départ de ces nombreux magasins aura des conséquences pour les fonctions supports du groupe, notamment administrative et logistique.
Il est prévu un transfert des magasins en trois vagues successives, au 30 avril, 31 mai et 1er juillet, précise Casino.
Les accords signés entre ces acteurs de la distribution alimentaire prévoient en outre que quatre entrepôts logistiques du groupe Casino soient repris par ses concurrents, précise l'entreprise.
Celui d'Aix-en-Provence doit l'être par Auchan. Et ""les contrats de prestations de services logistiques de Montélimar Frais (26), Corbas Gel (69) et Salon-de-Provence Gel (13)"" doivent être ""transférés au Groupement Les Mousquetaires"". Ce dernier a en outre ""demandé à son partenaire ID Logistics d'étudier la reprise d'une base supplémentaire dans le Centre-Est"".
- ""Accords de substitution"" -

Manifestation à l'appel de l'intersyndicale de Casino devant le siège du groupe à Saint-Etienne, le 5 décembre 2023 (AFP/Archives/OLIVIER CHASSIGNOLE)

Les repreneurs se sont engagés à ""reprendre l'ensemble des contrats de travail des salariés affectés aux magasins et aux stations-services"" et à maintenir ""les dispositions et avantages résultant du statut collectif Casino pendant une période de 15 mois"", ce qui est prévu par la loi.
L'intersyndicale Casino s'inquiète néanmoins des ""conditions sociales qu'il va y avoir dans les magasins rachetés"", arguant qu'un ""emploi Casino ne vaut pas un emploi Intermarché"".
Auprès de l'AFP mardi, Sylvain Macé, secrétaire national de la CFDT Services, avait appelé les salariés à ""négocier des accords de substitution dans les magasins Casino"" qui vont changer d'enseigne.
Quant à Casino, le groupe encore contrôlé pour quelques mois par son PDG et premier actionnaire Jean-Charles Naouri est en pleine restructuration de sa dette. Il doit changer de mains à horizon mars/avril et passer sous le contrôle des milliardaires Daniel Kretinsky et Marc Ladreit de Lacharrière, adossés au fonds d'investissement Attestor.
Le Tribunal de commerce de Paris doit statuer le 5 février sur le plan de sauvetage du distributeur, entré fin octobre et jusque fin février dans une procédure de sauvegarde accélérée.";positive
1423;24/01/24 14:21;CO;Distribution générale grand public;Casino: accord pour la cession de 288 magasins;Le groupe Casino annonce avoir conclu des accords avec Auchan Retail France ainsi qu'avec le Groupement Les Mousquetaires prévoyant la cession de 288 magasins (et les stations-services rattachées aux magasins), sur la base d'une valeur d'entreprise comprise entre 1,3 et 1,35 milliards d'euros. 'Les opérations de cessions à Auchan et au Groupement Les Mousquetaires forment un tout indivisible', précise Casino.La réalisation des cessions interviendra au 2e trimestre 2024, après la consultation des instances représentatives du personnel concernées.Le Groupement Les Mousquetaires et Auchan se sont engagés à reprendre l'ensemble des contrats de travail des salariés des magasins et stations-services et à maintenir les dispositions et avantages résultant du statut collectif Casino pendant une période de 15 mois à compter de la date de cession.;positive
1424;24/01/24 11:26;CO;Distribution générale grand public;Casino : cotation suspendue à la demande de la société;La cotation de Casino a été suspendue de la Bourse de Paris à la demande du distributeur stéphanois, dans l'attente de la publication d'un communiqué et jusqu'à nouvel avis, a fait savoir l'opérateur boursier Euronext. Endetté à hauteur de plus de six milliards d'euros, Casino a été placé en procédure de sauvegarde accélérée et a annoncé début janvier avoir obtenu le feu vert de la Commission européenne en vue de la reprise du groupe par un consortium dirigé par l'homme d'affaires tchèque, Daniel Kretinsky.;negative
1426;12/01/24 09:41;CO;Distribution générale grand public;Casino : créanciers et actionnaires approuvent largement le plan de sauvegarde;Les créanciers et les actionnaires de Casino ont apporté un large soutien à son plan de sauvetage, a fait savoir dans un communiqué le distributeur stéphanois ce vendredi. Les actionnaires de Casino l'ont avalisé à 98,87%.Le groupe alimentaire précise que sur les 17 classes de parties affectées des filiales concernées de Casino, 16 classes ont approuvé les projets de plans de sauvegarde accélérée à la majorité requise (plus des deux tiers).Unique créancier de la classe n°2 de Casino Participations France au titre d'une garantie consentie à son bénéfice, Green Yellow Holding a voté contre l'adoption du projet de plan de sauvegarde accélérée de Casino Participations France.En début de semaine, Casino avait annoncé le feu vert de la Commission européenne en vue de la reprise du groupe par un consortium dirigé par l'homme d'affaires tchèque, Daniel Kretinsky. Cette étape s'inscrit dans le cadre de la restructuration financière de Casino qui devrait aboutir à la cession de 313 supermarchés et hypermarchés à Auchan et Intermarché.Endetté à hauteur de plus de six milliards d'euros, le distributeur a été placé en procédure de sauvegarde accélérée. Dernièrement, le groupe a obtenu auprès du Tribunal de commerce de Paris la prorogation pour deux mois supplémentaires (du 25 décembre 2023 au 25 février 2024) des procédures de sauvegarde accélérée ouvertes le 25 octobre au bénéfice de Casino, Guichard-Perrachon et de ses six filiales concernées (Casino Finance, Distribution Casino France, Casino Participations France, Quatrim, Ségisor, et Monoprix SAS).Le consortium mené par Daniel Kretinsky cible désormais un Ebitda 2024 de 126 millions d'euros (contre 316 millions d'euros dans le précédent plan d'affaires) qui atteindrait 920 millions d'euros en 2028 (contre 949 millions d'euros auparavant).;positive
1427;12/01/24 08:45;CO;Distribution générale grand public;Casino: votes globalement positifs des classes de parties;Casino fait part des résultats positifs du vote de l'ensemble des classes de parties affectées sur les projets de plans de sauvegarde accélérée du groupe et de certaines de ses filiales, montrant ainsi un 'très large soutien des actionnaires et des créanciers' à ces projets.Le distributeur alimentaire précise que sur les 17 classes de parties affectées des filiales concernées de Casino, 16 classes ont approuvé les projets de plans de sauvegarde accélérée à la majorité requise (plus des deux tiers).Unique créancier de la classe n°2 de Casino Participations France au titre d'une garantie consentie à son bénéfice, Green Yellow Holding a voté contre l'adoption du projet de plan de sauvegarde accélérée de Casino Participations France.;positive
1430;08/01/24 17:00;CO;Distribution générale grand public;Casino : la reprise du groupe par Kretinsky validée par Bruxelles;Casino fléchit de 3,52% à 0,58 euro. Le distributeur, qui démarre 2024 dans le rouge comme il avait terminé 2023, a annoncé ce matin le feu vert de la Commission européenne en vue de la reprise du groupe par un consortium dirigé par l'homme d'affaires tchèque, Daniel Kretinsky. Cette étape s'inscrit dans le cadre de la restructuration financière de Casino qui devrait aboutir à la cession de 313 supermarchés et hypermarchés à Auchan et Intermarché. Endetté à hauteur de plus de six milliards d'euros, le distributeur a été placé en procédure de sauvegarde accélérée. Dernièrement, le groupe a obtenu auprès du Tribunal de commerce de Paris la prorogation pour deux mois supplémentaires (du 25 décembre 2023 au 25 février 2024) des procédures de sauvegarde accélérée ouvertes le 25 octobre au bénéfice de Casino, Guichard-Perrachon et de ses six filiales concernées (Casino Finance, Distribution Casino France, Casino Participations France, Quatrim, Ségisor, et Monoprix SAS). Le consortium mené par Daniel Kretinsky cible désormais un Ebitda 2024 de 126 millions d'euros vs 316 millions d'euros dans le précédent plan d'affaires) qui atteindrait 920 millions d'euros en 2028 (vs 949 millions d'euros auparavant). Le plan a été révisé afin de prendre en compte l'abaissement des prévisions 2023 du périmètre France et l'entrée en négociations exclusives avec Auchan Retail et Le Groupement Les Mousquetaires en vue de la cession de la majeure partie du parc des hypermarchés et supermarchés Casino.;negative
