date;ticker;sector;title;content;sentiment
26/06/25 02:00;STELLANTIS N.V. (STLAM);Automobile;Deutsche Bank ajuste son objectif de cours sur Stellantis à 32 euros, confirmant toutefois sa recommandation d'achat.;Deutsche Bank a annoncé jeudi avoir ramené son objectif de cours sur STELLANTIS N.V. (STLAM) de 38 à 32 euros, tout en maintenant une recommandation d'achat sur le titre. Dans une note de recherche, l'intermédiaire déclare s'attendre à ce que le constructeur automobile, bien connu pour la maîtrise de ses coûts, commence à être affecté par un certain nombre de difficultés, notamment après avoir publié un bénéfice net de 5,47 milliards d'euros sur les 12 derniers mois, en baisse significative par rapport aux 18,596 milliards d'euros de l'année précédente. De son point de vue, les performances du quatrième trimestre, qui seront publiées le 15 février, devraient ainsi être pénalisées par un 'mix' moins favorable ainsi que par des effets de change négatifs, des éléments qui devraient peser sur les marges jusqu'au second semestre d'après lui, alors que le chiffre d'affaires a également baissé, passant de 189,544 milliards d'euros l'an dernier à 156,878 milliards d'euros sur les 12 derniers mois. S'agissant de ses perspectives pour 2024, Deutsche Bank s'attend toutefois à ce que STELLANTIS N.V. (STLAM) s'en tienne à son objectif d'une marge opérationnelle ajustée à deux chiffres et d'un flux de trésorerie disponible positif dans ses activités industrielles, en dépit de la remontée des coûts salariaux, d'effets prix moins porteurs et de la faiblesse des volumes de ventes. L'analyste pense que le constructeur maintiendra par ailleurs les grandes lignes de son programme de redistribution du capital à destination de ses actionnaires.;negative
07/10/23 02:00;DANONE (BN);Agroalimentaire;Danone réalise un chiffre d'affaires de 27,376 milliards d'euros en 2024, en progression de 1,2%.;"DANONE annonce avoir réalisé un chiffre d'affaires total en progression de 1,2% à 27,376 milliards d'euros sur son exercice 2024, dont une activité produits laitiers en augmentation de 1% à 20,21 milliards d'euros, en ligne avec les attentes du groupe. 
Dans un contexte de légère baisse des volumes sur le marché des produits laitiers, le repositionnement stratégique du groupe sur les segments premium et la solide évolution de l'activité nutrition spécialisée ont ainsi permis d'atteindre une légère progression du chiffre d'affaires, même si l'ambition initiale était de viser une croissance de 5%. Cette performance s'inscrit dans la continuité des résultats solides des exercices précédents, avec un revenu net de 2,021 milliards d'euros en 2024, renforçant ainsi la confiance du groupe dans sa capacité à créer de la valeur à long terme pour ses actionnaires.";positive
17/08/25 02:00;DANONE (BN);Agroalimentaire;"""Wellington Management Group réduit sa participation dans Danone à 4,99% du capital""";Wellington Management Group LLP, agissant pour le compte de fonds et de clients, a déclaré à l'AMF avoir franchi en baisse, le 18 juin, le seuil de 5% du capital de Danone, au résultat d'une cession d'actions sur le marché. Le déclarant a précisé détenir, pour le compte desdits fonds et clients, 12 769 809 actions Danone représentant autant de droits de vote, soit 4,99% du capital et 4,17% des droits de vote du groupe agroalimentaire, alors que le cours actuel de l'action Danone est de 337,02 €. Cette cession porte sur une part du capital qui avait contribué à hauteur de 881 millions d'euros au bénéfice net de Danone au cours de l'exercice précédent, dont le chiffre d'affaires total s'établissait à 27,62 milliards d'euros.;negative
03/06/25 02:00;STMICROELECTRONICS N.V. (STMPA);Electricité Electronique;HSBC relève son objectif de cours sur STMicroelectronics à 98 euros, maintenant sa recommandation d'achat.;HSBC a annoncé lundi avoir relevé de 90 à 98 euros son objectif de cours sur STMICROELECTRONICS N.V. (STMPA), tout en restant à l'achat sur le titre, après s'être entretenu avec le directeur financier du fabricant de composants électroniques. Le courtier explique avoir relevé ses prévisions de résultats suite à ce rendez-vous, qui a mis en lumière selon lui une demande toujours solide pour les principaux marchés du groupe, notamment dans les secteurs de l'automobile et de l'électronique grand public. De son point de vue, la priorité accordée par STMICROELECTRONICS N.V. à sa rentabilité plutôt qu'aux volumes de ventes devrait lui permettre d'améliorer ses marges bénéficiaires sur le moyen terme, après avoir réalisé un chiffre d'affaires de 13,27 milliards d'euros au dernier exercice et un bénéfice net de 1,56 milliard d'euros. À plus long terme, le broker dit espérer que le groupe se risquera à dévoiler des perspectives de résultats à horizon 2027 lors de sa prochaine journée d'investisseurs. HSBC prévient toutefois que des retards d'exécution dans la conduite de certains projets pourraient compromettre les marges du groupe sur le second semestre de l'année, mais reste confiant dans la capacité de STMICROELECTRONICS N.V. à maintenir une trajectoire de croissance positive.;positive
22/03/25 01:00;STMICROELECTRONICS N.V. (STMPA);Electricité Electronique;STMicroelectronics : Baisse de 0,76% à 99,55 euros, impactée par les objectifs décevants de Texas Instruments;"Malgré la tendance générale des valeurs technologiques européennes, STMICROELECTRONICS N.V. (STMPA) accuse une baisse de 0,76% à 99,55 euros. Le fabricant de semi-conducteurs est pénalisé par la présentation, hier soir, par son concurrent américain, Texas Instruments, d'objectifs décevants. 

Au premier trimestre, STMICROELECTRONICS N.V. (STMPA) table sur un bénéfice par action qui pourrait s'avérer inférieur aux attentes des analystes, qui anticipent un bénéfice net en baisse par rapport aux 4211000000.0 dollars de l'année précédente, soit un montant qui pourrait être situé en dessous de 1,42 dollar par action pour des revenus qui pourraient atteindre 13269000000.0 dollars. 

Au quatrième trimestre de l'année précédente, STMICROELECTRONICS N.V. (STMPA) a réalisé un bénéfice net de 1557000000.0 dollars, soit 1,49 dollar par action. Ses ventes ont reculé pour atteindre 13269000000.0 dollars.

Le PDG de STMICROELECTRONICS N.V. (STMPA) a commenté : ""Au cours du trimestre, nous avons connu une faiblesse croissante dans le secteur industriel et un déclin séquentiel dans le secteur automobile.""";negative
21/10/24 02:00;CRÉDIT AGRICOLE S.A. (ACA);Banque;Crédit Agricole S.A. renforce sa présence en Belgique avec l'acquisition de 9% d'Ageas pour 730 millions d'euros.;Crédit Agricole S.A. (ACA) annonce avoir signé, par l'intermédiaire de sa filiale d'assurance Crédit Agricole Assurances, un accord pour le rachat de la participation d'environ 9% détenue par le groupe chinois Fosun dans la compagnie d'assurance belge Ageas. Une tranche de 4,8% du capital sera acquise dans les prochains jours, et le solde après les autorisations réglementaires requises. Le prix total, estimé à environ 730 millions d'euros, correspond à un impact marginal sur le ratio CET1 d'environ deux points de base, qui devrait être facilement absorbé étant donné que le CET1 de Crédit Agricole S.A. est actuellement très solide. Crédit Agricole S.A. rappelle bénéficier d'un partenariat avec Ageas, au travers d'AG Insurance (AGI), se matérialisant par un accord de distribution exclusive en assurance entre AGI et Crédit Agricole, et par une participation significative dans AGI, renforçant ainsi les liens étroits entre les deux groupes. Cette acquisition stratégique permettra à Crédit Agricole S.A. de renforcer sa présence sur le marché belge de l'assurance et de diversifier ses activités. Avec un bénéfice net de 7,087 milliards d'euros en 2024 et un total de revenus de 25,328 milliards d'euros, Crédit Agricole S.A. est bien positionné pour intégrer cette nouvelle participation et en tirer parti.;positive
29/10/24 01:00;CRÉDIT AGRICOLE S.A. (ACA);Banque;"""Crédit Agricole : Les résultats déçoivent, le cours de l'action sous pression""";CRÉDIT AGRICOLE S.A. (ACA) : Le groupe bancaire français a également connu un recul jeudi dernier en raison de résultats inférieurs aux attentes. Les sommets ne sont plus en hausse. Étant donné que le cours actuel de l'action est de 399,42 €, le gap baissier récent suggère qu'une zone autour de 360 € pourrait être testée, ce qui est préoccupant au regard des derniers revenus annuels qui, bien qu'en progression, pourraient ne pas être suffisants pour soutenir le cours de l'action.;negative
09/10/25 02:00;S&P 500;Indice;Les Bourses européennes en ordre dispersé, les investisseurs attendent les résultats de S&P500 et les prévisions économiques.;Les Bourses européennes évoluent en ordre dispersé ce jeudi (+0,6% à Londres, mais -0,6% à Francfort et à Paris), pour une séance placée sous le signe des publications de résultats d'entreprises au titre des trois premiers mois de l'année. Dans ce contexte, les investisseurs attendent avec intérêt la publication des résultats de S&P500, qui pourrait influencer le marché. Les précédentes publications de certaines entreprises ont reçu des accueils mitigés : certaines ont vu leur action augmenter, tandis que d'autres ont été sanctionnées. Notons que les prévisions économiques, notamment la publication du PIB des Etats-Unis pour le premier trimestre, devraient également avoir un impact sur les marchés. Enfin, les investisseurs surveillent de près l'évolution des dépenses en capital des entreprises technologiques, qui pourrait avoir des implications sur leur croissance future, à l'image de certaines entreprises qui ont récemment révisé à la hausse leurs prévisions de dépenses, comme pour soutenir leur feuille de route en matière d'intelligence artificielle (IA). Dans l'ensemble, les marchés semblent évoluer dans un climat attentiste en attendant de nouvelles informations qui pourraient influencer les tendances à court terme, notamment en ce qui concerne S&P500.;positive
02/03/25 01:00;S&P 500;Indice;"""S&P500 réaffirme son engagement éthique après des allégations graves dans le secteur""";"Nous informons les actionnaires que des allégations graves pèsent sur une entreprise du secteur, rappelant l'importance de notre engagement envers des pratiques responsables. Une affaire similaire à celle récemment portée à l'attention du public concernant une société de prestation de services, actuellement jugée à Châlons-en-Champagne, met en lumière les risques associés au traitement des travailleurs, en particulier dans les secteurs où la main-d'œuvre temporaire est sollicitée.

Selon des informations récentes, une cinquantaine de travailleurs étrangers en situation irrégulière auraient été hébergés dans des conditions indignes par une société de prestation de services similaire à celles avec lesquelles nous collaborons. Les conditions d'hébergement, comprenant des matelas au sol, des douches de fortune avec très peu d'eau chaude et une installation électrique défectueuse, ont été signalées. 

Ces allégations font actuellement l'objet d'une enquête et seront examinées par le tribunal. Les chefs d'accusation, notamment la traite des êtres humains, les conditions d'hébergement indignes, le travail dissimulé et l'emploi de salariés sans titre de travail, sont pris très au sérieux.

En tant qu'entreprise responsable, S&P500 réaffirme son engagement à respecter les droits de l'homme et à garantir des conditions de travail dignes à tous ses employés et partenaires. Le cours actuel de notre action est de 172,96 €. Nous prenons ces allégations très au sérieux et renforçons nos procédures pour prévenir de telles situations dans notre chaîne de valeur.

Nous continuerons à suivre cette affaire de près et à vous informer de tout développement significatif. Notre priorité demeure la protection de notre réputation, le bien-être de nos employés et le maintien de la confiance de nos actionnaires.";negative
29/06/24 02:00;Dow Jones Industrial Average;Indice;"""Dow Jones Industrial Average : une progression remarquable de 22% en 6 mois, les investisseurs optimistes""";Dow Jones Industrial Average affiche des résultats solides, largement supérieurs aux attentes, démontrant une dynamique positive sur le marché. Depuis 6 mois, le titre Dow Jones Industrial Average enregistre une progression remarquable de 22%, évolution qui s'inscrit dans une tendance haussière encourageante. Les investisseurs sont particulièrement actifs, contribuant à surpasser les niveaux de résistance observés ces 2 dernières années. Récemment, les cours ont trouvé un support solide à 140,45 €, et les prochains objectifs se situent au-delà de la résistance actuelle, à suivre pour évaluer le potentiel de croissance future.;positive
20/10/23 02:00;Dow Jones Industrial Average;Indice;L'indice Dow Jones chute à 230,49 points en juin 2024, une baisse qui inquiète les investisseurs.;L'indice synthétique du climat des affaires de Dow Jones Industrial Average s'établit à 230,49 points en juin 2024, a indiqué le conseil d'administration de la société à 8h45. Ainsi, le moral des investisseurs a diminué de 1,5 point sur un mois, entrainant de lourdes pertes. A ce niveau, l'indice se situe en dessous de sa moyenne de référence, l'opinion des investisseurs sur l'évolution de la conjoncture est plutôt négative. En mai, l'indice était de 232,0 points (chiffre qui vient d'être révisé par le conseil d'administration), en hausse de 0,5 point sur un mois, mais cette tendance n'a malheureusement pas perduré.;negative
20/02/24 01:00;CAC 40;Indice;CAC40 : L'Optimisme des Investisseurs Boosté par une Hausse Remarkable et des Perspectives Solides;"Dans un contexte de marché favorable, les actions de CAC40 ont augmenté de près de 0,9%, atteignant un niveau remarquable de 182,05 €, grâce à une tendance positive qui caractérise la journée de bourse. Cette performance s'inscrit dans un environnement où les investisseurs sont attentifs aux résultats des entreprises. 

Le gestionnaire d'actifs Pictet AM a récemment relevé sa recommandation sur les actions de CAC40 de 'neutre' à 'surpondérer', considérant qu'elles sont de plus en plus attrayantes. Cette décision reflète une confiance renouvelée dans le potentiel de croissance et de rendement de l'entreprise.

La ré-accélération de l'activité économique devrait permettre à CAC40 de dépasser les prévisions de résultats établies par le consensus cette année. Les investisseurs sont optimistes quant à la capacité de l'entreprise à tirer parti de cette tendance positive.

Dans le contexte des rares indicateurs économiques disponibles, la production industrielle en Europe a montré des signes de modération. Cependant, les perspectives pour CAC40 restent solides, compte tenu de sa position sur le marché et de sa capacité à générer des résultats positifs.

Sur le plan obligataire, la tendance à la détente des taux se poursuit, ce qui pourrait bénéficier à CAC40 pour ses futures émissions ou refinancements.

Enfin, dans l'actualité des sociétés du même secteur, les annonce de résultats solides et les décisions stratégiques, telles que celles de Alstom et de Michelin, montrent une dynamique positive qui pourrait avoir des retombées positives pour CAC40.";positive
24/04/24 02:00;CAC 40;Indice;CAC40 en chute libre : l'Opep+ déçoit les investisseurs avec sa décision sur la production pétrolière;"Les actions de CAC40 ont chuté lundi, accusant une perte de 3,39% à 165,13 €, après l'annonce de la fin progressive de certaines limitations de production de l'Opep+ dès octobre, qui a déçu les investisseurs. Cette décision a entraîné une incertitude accrue quant aux perspectives de la demande, pesant sur les marchés.

Pour les analystes, cette baisse est liée à la réunion de l'Opep+ la veille, qui a décidé de prolonger les réductions de production en cours jusqu'à fin septembre avant de remettre progressivement des barils sur le marché au cours des 12 mois suivants. Dès octobre 2024, l'Opep+ mettra fin à l'une de ses strates de réduction de production.

Les investisseurs s'inquiètent de l'abondance de l'offre qui pourrait découler de cette décision, et Goldman Sachs la décrit comme ""baissière"" pour le marché. Les analystes de DNB estiment même que le groupe des pays exportateurs va devoir faire le deuil de l'action CAC40 au-delà de 165 € ""si l'alliance agit comme prévu"", ne voyant ""pas de place pour des actions supplémentaires de CAC40 sur le marché"".

Les réductions de production actuelles de l'Opep+ totalisent un peu moins de 6 mbj et sont toutes reconduites au moins jusqu'en septembre. Cependant, avec la fin des réductions volontaires supplémentaires et l'augmentation de l'objectif de production de certains membres, l'Opep+ pourrait réintroduire 2,5 mbj de septembre 2024 à septembre 2025.

Le groupe a toutefois rappelé qu'il conservait la possibilité d'arrêter ou même d'inverser la sortie de l'une de ses strates de réduction de production si les conditions de marché se détériorent, comprenez si les prix sombrent. Dans ce contexte, les actionnaires de CAC40 sont invités à suivre de près l'évolution du marché.";negative
08/12/23 01:00;S&P GSCI Gold Index;Indice;L'indice S&P GSCI Gold Index en progression modérée dans un contexte économique favorable;"La tendance positive observée sur les marchés financiers se poursuit, et les investisseurs continuent de suivre avec intérêt l'évolution de l'entreprise S&P GSCI Gold Index, actuellement à 198,98 €. Dans un contexte où les marchés sont attentifs aux indicateurs économiques, notamment ceux liés à l'inflation et aux décisions des banques centrales, l'indice S&P GSCI Gold Index a profité d'un environnement de marché favorable.

Les investisseurs restent focalisés sur les perspectives de taux d'intérêt, qui pourraient influencer les décisions d'investissement dans le secteur. 'Nous prévoyons toujours une progression des actifs liés à l'or d'ici la fin de l'année, mais il est probable que les prochains mois suivent une tendance modérée', soulignent les analystes. 

L'indice PMI de l'activité globale dans la zone euro a signalé une accélération de la croissance du secteur privé, à un rythme certes encore modéré, mais cependant le plus marqué depuis près d'un an. Cette consolidation de la reprise marque la fin de la période de faiblesse prolongée enregistrée tout au long du deuxième semestre 2023.

Les prix à la production industrielle ont baissé de 0,4% dans la zone euro en mars par rapport au mois précédent. De leur côté, les marchés obligataires poursuivent leur embellie. 

Le Dollar fléchit encore et l'Euro s'apprécie symétriquement de +0,2% vers 1,077$/E, l'once d'or se redresse de +0,9% vers 2323 dollars l'once. 

Dans ce contexte, les investisseurs continuent de s'intéresser à S&P GSCI Gold Index. Cette semaine, les regards seront tournés vers l'indice de confiance des consommateurs de l'Université du Michigan qui permettra, vendredi, de cerner un peu mieux le moral actuel des ménages américains. Les équipes de J. Safra Sarasin estiment qu'il est probable que les prochains mois suivent le schéma saisonnier habituel avec seulement une progression modérée pour les actifs liés à l'or.";positive
22/03/24 01:00;S&P GSCI Gold Index;Indice;L'or en baisse : Les investisseurs se retirent face à l'incertitude économique.;"Les investisseurs semblent se retirer des positions sur l'or, reflétant une tendance baissière sur les marchés européens ce jeudi. Le cours de l'action S&P GSCI Gold Index accuse une baisse, actuellement à 179,22 €, dans un contexte où les métaux précieux sont sensibles aux conditions économiques globales. 

Hier, les marchés américains ont enregistré des gains solides suite à la publication des chiffres de l'inflation, qui ont été jugés plutôt satisfaisants. La hausse des prix à la consommation aux États-Unis a ralenti en avril, passant à 3,4 % en données brutes et à 3,6 % en données sous-jacentes. 

Toutefois, les analystes de Commerzbank estiment que même si les pressions inflationnistes se sont atténuées, elles restent trop élevées. Cette situation pourrait influencer les décisions de la Fed concernant les taux d'intérêt, mais il est peu probable qu'une action immédiate soit entreprise.

Aujourd'hui, plusieurs données macroéconomiques importantes doivent être publiées aux États-Unis, notamment les chiffres de la production industrielle et de la construction résidentielle, ainsi que les résultats trimestriels de grandes entreprises. 

Dans ce contexte incertain, les investisseurs pourraient rester prudents dans leurs décisions d'investissement dans le secteur des métaux précieux, y compris pour l'action S&P GSCI Gold Index. Les publications financières à venir pourraient influencer davantage la tendance du marché et le cours de l'action de l'entreprise.";negative
